team,season,week,total_snaps,yards_gained,touchdown,extra_point_attempt,field_goal_attempt,total_points
MIN,2016,7,73,318,1,1,1,10
MIN,2016,8,60,285,1,1,1,10
MIN,2016,9,67,351,2,1,1,16
MIN,2016,10,64,354,3,2,0,20
MIN,2016,11,53,242,3,3,1,24
MIN,2016,12,53,306,1,1,2,13
MIN,2016,13,70,340,1,0,3,15
MIN,2016,14,61,379,2,1,4,25
MIN,2016,15,56,325,0,0,2,6
MIN,2016,16,75,475,3,1,2,25
MIN,2016,17,59,377,4,5,1,32
MIN,2017,1,61,478,3,2,3,29
MIN,2017,2,60,258,1,0,1,9
MIN,2017,3,67,497,4,4,2,34
MIN,2017,4,54,306,1,1,0,7
MIN,2017,5,67,335,2,2,2,20
MIN,2017,6,69,352,2,2,3,23
MIN,2017,7,64,357,1,0,6,24
MIN,2017,8,79,376,3,1,4,31
MIN,2017,10,58,408,5,5,1,38
MIN,2017,11,72,452,3,3,1,24
MIN,2017,12,70,422,4,3,1,30
MIN,2017,13,60,335,2,2,0,14
MIN,2017,14,72,380,2,1,3,22
MIN,2017,15,58,363,3,4,2,28
MIN,2017,16,58,255,1,1,3,16
MIN,2017,17,65,338,4,3,0,27
MIN,2018,1,71,360,2,3,1,18
MIN,2018,2,69,493,5,3,0,33
MIN,2018,3,66,310,1,0,0,6
MIN,2018,4,72,476,3,2,3,29
MIN,2018,5,59,380,1,2,3,17
MIN,2018,6,68,429,4,3,2,33
MIN,2018,7,64,330,4,4,3,37
MIN,2018,8,66,441,4,2,0,26
MIN,2018,9,46,292,2,3,1,18
MIN,2018,11,64,284,3,0,2,24
MIN,2018,12,66,435,3,3,1,24
MIN,2018,13,59,296,1,1,1,10
MIN,2018,14,55,286,2,1,0,13
MIN,2018,15,61,437,6,5,2,47
MIN,2018,16,58,353,3,3,2,27
MIN,2018,17,52,195,1,1,1,10
MIN,2019,1,47,272,4,4,0,28
MIN,2019,2,60,428,2,1,1,16
MIN,2019,3,57,387,4,4,2,34
MIN,2019,4,59,273,1,0,0,6
MIN,2019,5,63,518,2,2,4,26
MIN,2019,6,64,456,5,5,1,38
MIN,2019,7,67,507,6,6,0,42
MIN,2019,8,67,446,1,1,4,19
MIN,2019,9,66,316,3,2,1,23
MIN,2019,10,70,373,3,2,2,26
MIN,2019,11,59,356,4,3,0,27
MIN,2019,13,52,354,3,3,1,24
MIN,2019,14,69,363,2,2,2,20
MIN,2019,15,59,347,3,3,4,33
MIN,2019,16,53,179,1,1,1,10
MIN,2019,17,47,300,1,1,4,19
MIN,2020,1,51,393,4,1,1,28
MIN,2020,2,47,193,1,0,1,9
MIN,2020,3,63,477,4,3,1,30
MIN,2020,4,63,424,4,4,1,31
MIN,2020,5,84,450,3,2,2,26
MIN,2020,6,52,375,3,1,0,19
MIN,2020,8,49,333,4,4,0,28
MIN,2020,9,55,495,5,4,0,34
MIN,2020,10,70,392,2,1,2,19
MIN,2020,11,61,439,4,4,0,28
MIN,2020,12,70,404,5,2,2,38
MIN,2020,13,85,450,4,1,2,31
MIN,2020,14,77,387,2,0,0,12
MIN,2020,15,65,429,3,3,2,27
MIN,2020,16,61,381,5,3,0,33
MIN,2020,17,71,534,5,4,1,37
MIN,2021,1,74,429,3,3,1,24
MIN,2021,2,60,421,3,3,2,27
MIN,2021,3,73,463,3,3,3,30
MIN,2021,4,62,269,1,1,0,7
MIN,2021,5,63,395,1,1,4,19
MIN,2021,6,85,571,5,1,3,40
MIN,2021,8,60,286,1,1,3,16
MIN,2021,9,52,318,4,4,1,31
MIN,2021,10,69,404,3,3,2,27
MIN,2021,11,65,435,4,2,2,32
MIN,2021,12,53,329,4,2,0,26
MIN,2021,13,73,441,3,0,3,27
MIN,2021,14,67,458,4,3,3,36
MIN,2021,15,60,219,2,2,1,17
MIN,2021,16,62,381,3,2,3,29
MIN,2021,17,52,221,1,1,1,10
MIN,2021,18,46,355,3,4,1,25
MIN,2022,1,61,403,2,2,3,23
MIN,2022,2,59,283,1,1,0,7
MIN,2022,3,65,384,4,4,0,28
MIN,2022,4,67,367,2,1,5,28
MIN,2022,5,72,438,4,3,0,27
MIN,2022,6,49,258,3,1,1,22
MIN,2022,8,68,405,5,4,0,34
MIN,2022,9,65,318,2,2,2,20
MIN,2022,10,78,505,3,3,2,27
MIN,2022,11,54,232,0,0,1,3
MIN,2022,12,65,368,4,3,2,33
MIN,2022,13,64,303,3,3,2,27
MIN,2022,14,63,447,3,2,1,23
MIN,2022,15,86,553,7,4,1,49
MIN,2022,16,70,382,3,3,2,27
MIN,2022,17,57,364,3,2,1,23
MIN,2022,18,71,482,3,2,3,29
MIN,2023,1,63,385,2,2,1,17
MIN,2023,2,55,392,4,4,0,28
MIN,2023,3,78,497,3,3,1,24
MIN,2023,4,44,274,3,3,0,21
MIN,2023,5,67,354,2,2,2,20
MIN,2023,6,54,233,1,1,2,13
MIN,2023,7,64,453,2,1,3,22
MIN,2023,8,67,360,3,3,1,24
MIN,2023,9,73,383,3,2,3,29
MIN,2023,10,68,393,3,3,2,27
MIN,2023,11,70,396,2,2,2,20
MIN,2023,12,51,258,1,1,1,10
MIN,2023,14,71,278,0,0,1,3
MIN,2023,15,67,446,3,3,1,24
MIN,2023,16,50,428,3,3,1,24
MIN,2023,17,51,248,1,1,1,10
MIN,2023,18,70,485,2,2,2,20
NE,2012,1,66,399,3,4,2,28
NE,2012,2,78,406,1,0,4,18
NE,2012,3,77,412,3,3,3,30
NE,2012,4,77,587,7,7,1,52
NE,2012,5,86,477,4,4,1,31
NE,2012,6,85,482,2,2,3,23
NE,2012,7,74,390,3,3,2,27
NE,2012,8,66,473,6,6,1,45
NE,2012,10,68,354,4,4,3,37
NE,2012,11,60,446,5,8,1,41
NE,2012,12,64,478,5,7,0,37
NE,2012,13,74,348,2,2,3,23
NE,2012,14,70,426,6,6,0,42
NE,2012,15,90,538,4,4,2,34
NE,2012,16,71,370,2,2,3,23
NE,2012,17,75,451,4,4,0,28
NE,2013,1,87,449,3,2,3,29
NE,2013,2,63,241,1,1,2,13
NE,2013,3,69,384,2,2,3,23
NE,2013,4,59,451,3,3,3,30
NE,2013,5,59,279,0,0,2,6
NE,2013,6,82,410,3,3,3,30
NE,2013,7,70,318,3,3,2,27
NE,2013,8,59,271,3,3,2,27
NE,2013,9,70,630,7,7,2,55
NE,2013,11,67,403,2,2,2,20
NE,2013,12,84,460,5,4,2,40
NE,2013,13,69,459,4,4,2,34
NE,2013,14,77,506,3,1,2,25
NE,2013,15,77,460,2,2,2,20
NE,2013,16,62,314,3,5,2,29
NE,2013,17,66,392,3,2,4,32
NE,2014,1,80,338,2,2,2,20
NE,2014,2,59,299,2,3,3,24
NE,2014,3,68,317,1,1,3,16
NE,2014,4,49,304,3,2,0,20
NE,2014,5,79,516,3,4,5,37
NE,2014,6,64,413,4,4,3,37
NE,2014,7,53,324,3,3,2,27
NE,2014,8,70,499,5,6,3,45
NE,2014,9,80,399,4,4,3,37
NE,2014,11,70,507,6,6,0,42
NE,2014,12,73,439,4,4,2,34
NE,2014,13,53,330,3,3,0,21
NE,2014,14,73,404,3,2,3,29
NE,2014,15,63,396,4,5,2,35
NE,2014,16,59,272,2,2,1,17
NE,2014,17,62,286,0,0,3,9
NE,2015,1,57,370,4,4,0,28
NE,2015,2,73,526,4,4,4,40
NE,2015,3,74,485,6,6,3,51
NE,2015,5,53,386,3,3,3,30
NE,2015,6,62,430,5,4,2,40
NE,2015,7,66,371,3,3,3,30
NE,2015,8,66,451,4,4,2,34
NE,2015,9,74,462,3,3,2,27
NE,2015,10,66,412,3,3,2,27
NE,2015,11,62,362,2,2,2,20
NE,2015,12,61,319,3,3,1,24
NE,2015,13,84,452,7,4,0,46
NE,2015,14,61,345,3,3,2,27
NE,2015,15,63,360,2,3,4,27
NE,2015,16,54,295,1,2,2,14
NE,2015,17,53,211,1,1,1,10
NE,2016,1,65,371,2,2,3,23
NE,2016,2,74,486,4,4,1,31
NE,2016,3,57,290,3,3,2,27
NE,2016,5,75,507,4,4,1,31
NE,2016,6,61,455,4,3,2,33
NE,2016,7,54,363,4,3,0,27
NE,2016,8,60,388,5,5,2,41
NE,2016,10,62,397,3,3,1,24
NE,2016,11,69,452,4,3,1,30
NE,2016,12,69,381,2,1,3,22
NE,2016,13,73,404,2,2,4,26
NE,2016,14,64,502,4,4,0,28
NE,2016,15,72,325,1,1,3,16
NE,2016,16,67,336,5,5,2,41
NE,2016,17,63,396,4,3,2,33
NE,2017,1,73,392,3,3,2,27
NE,2017,2,72,566,4,3,3,36
NE,2017,3,61,437,6,4,0,40
NE,2017,4,67,387,3,3,3,30
NE,2017,5,66,416,1,1,4,19
NE,2017,6,62,376,3,3,1,24
NE,2017,7,64,414,2,2,3,23
NE,2017,8,82,430,1,1,4,19
NE,2017,10,67,402,5,5,2,41
NE,2017,11,58,429,3,3,4,33
NE,2017,12,63,427,6,5,0,41
NE,2017,13,66,451,2,2,3,23
NE,2017,14,55,258,2,2,2,20
NE,2017,15,55,377,3,1,2,25
NE,2017,16,66,418,5,4,3,43
NE,2017,17,80,342,3,3,1,24
NE,2018,1,72,399,3,3,2,27
NE,2018,2,60,317,2,2,2,20
NE,2018,3,47,222,1,1,1,10
NE,2018,4,72,452,5,5,1,38
NE,2018,5,65,440,5,5,1,38
NE,2018,6,74,514,4,4,5,43
NE,2018,7,64,385,4,5,1,32
NE,2018,8,70,402,1,1,4,19
NE,2018,9,65,457,4,4,1,31
NE,2018,10,64,307,1,1,1,10
NE,2018,12,66,499,3,3,2,27
NE,2018,13,70,471,3,3,1,24
NE,2018,14,75,435,4,3,2,33
NE,2018,15,56,375,1,1,1,10
NE,2018,16,71,401,3,3,1,24
NE,2018,17,61,384,4,5,1,32
NE,2019,1,67,472,3,3,4,33
NE,2019,2,64,388,4,4,1,31
NE,2019,3,71,389,5,3,1,36
NE,2019,4,59,227,1,1,1,10
NE,2019,5,74,478,4,3,2,33
NE,2019,6,76,448,4,5,0,29
NE,2019,7,77,325,4,4,1,31
NE,2019,8,66,338,2,3,2,21
NE,2019,9,65,359,3,2,2,26
NE,2019,11,71,306,1,0,3,15
NE,2019,12,64,294,1,1,2,13
NE,2019,13,80,471,3,1,1,22
NE,2019,14,63,298,2,1,1,16
NE,2019,15,61,305,3,4,2,28
NE,2019,16,67,416,2,1,3,22
NE,2019,17,57,356,4,3,1,30
NE,2020,1,62,373,3,3,0,21
NE,2020,2,70,465,3,3,1,24
NE,2020,3,65,415,3,3,3,30
NE,2020,4,74,375,2,1,1,16
NE,2020,6,56,313,1,0,2,12
NE,2020,7,49,256,0,0,2,6
NE,2020,8,62,362,2,1,2,19
NE,2020,9,74,434,3,3,3,30
NE,2020,10,56,317,3,2,1,23
NE,2020,11,65,452,2,2,2,20
NE,2020,12,50,194,2,2,2,20
NE,2020,13,64,297,4,6,1,33
NE,2020,14,58,253,1,0,1,9
NE,2020,15,52,326,0,0,4,12
NE,2020,16,48,223,1,0,1,9
NE,2020,17,63,427,4,4,0,28
NE,2021,1,70,406,1,1,3,16
NE,2021,2,57,287,2,1,4,25
NE,2021,3,70,319,2,1,2,19
NE,2021,4,53,320,2,2,1,17
NE,2021,5,60,357,2,1,4,25
NE,2021,6,49,353,5,3,0,33
NE,2021,7,71,562,7,6,2,54
NE,2021,8,75,360,1,1,4,19
NE,2021,9,56,293,2,3,1,18
NE,2021,10,60,469,6,6,1,45
NE,2021,11,57,345,1,1,4,19
NE,2021,12,57,416,3,3,5,36
NE,2021,13,48,249,1,0,2,12
NE,2021,15,65,380,3,2,1,23
NE,2021,16,60,294,3,3,0,21
NE,2021,17,70,472,7,5,1,50
NE,2021,18,59,395,5,3,1,36
NE,2022,1,53,293,2,1,0,13
NE,2022,2,63,385,2,2,1,17
NE,2022,3,64,466,3,2,2,26
NE,2022,4,58,303,2,3,1,18
NE,2022,5,54,369,1,2,5,23
NE,2022,6,62,411,5,5,1,38
NE,2022,7,47,269,2,2,0,14
NE,2022,8,72,327,1,1,5,22
NE,2022,9,61,219,1,2,4,20
NE,2022,11,59,345,0,1,1,4
NE,2022,12,54,427,2,2,4,26
NE,2022,13,51,255,1,1,1,10
NE,2022,14,54,341,2,3,2,21
NE,2022,15,63,339,2,1,3,22
NE,2022,16,52,302,2,0,0,12
NE,2022,17,55,282,2,2,1,17
NE,2022,18,64,354,3,2,1,23
NE,2023,1,79,392,4,2,0,26
NE,2023,2,70,320,2,2,1,17
NE,2023,3,69,358,1,1,2,13
NE,2023,4,55,260,2,0,1,15
NE,2023,5,51,177,1,0,0,6
NE,2023,6,55,284,2,2,1,17
NE,2023,7,56,368,3,2,3,29
NE,2023,8,50,240,2,2,1,17
NE,2023,9,62,329,2,2,1,17
NE,2023,10,68,362,0,0,2,6
NE,2023,12,68,290,1,1,0,7
NE,2023,14,55,321,3,3,0,21
NE,2023,15,51,232,2,2,1,17
NE,2023,16,55,315,2,2,2,20
NE,2023,17,52,313,4,3,0,27
NE,2023,18,58,176,0,0,1,3
NO,2012,1,64,371,3,3,1,24
NO,2012,2,76,489,4,3,2,33
NO,2012,3,58,324,3,3,1,24
NO,2012,4,75,491,3,3,2,27
NO,2012,5,67,425,4,4,1,31
NO,2012,7,62,458,5,5,0,35
NO,2012,8,59,265,2,2,0,14
NO,2012,9,53,380,3,4,0,22
NO,2012,10,61,447,4,4,1,31
NO,2012,11,54,382,4,5,1,32
NO,2012,12,65,328,5,3,0,33
NO,2012,13,74,442,1,1,2,13
NO,2012,14,67,497,2,3,2,21
NO,2012,15,64,456,5,5,2,41
NO,2012,16,90,563,4,4,2,34
NO,2012,17,63,459,4,5,1,32
NO,2013,1,64,437,2,2,3,23
NO,2013,2,69,397,2,1,3,22
NO,2013,3,71,449,4,4,1,31
NO,2013,4,62,484,5,5,1,38
NO,2013,5,65,352,2,2,4,26
NO,2013,6,63,367,3,3,2,27
NO,2013,8,61,412,5,5,0,35
NO,2013,9,65,424,2,2,2,20
NO,2013,10,78,636,7,7,0,49
NO,2013,11,66,398,2,2,3,23
NO,2013,12,57,384,2,2,1,17
NO,2013,13,55,192,2,1,0,13
NO,2013,14,59,383,4,4,1,31
NO,2013,15,81,454,2,1,1,16
NO,2013,16,81,407,1,1,2,13
NO,2013,17,60,482,6,6,0,42
NO,2014,1,70,472,4,4,2,34
NO,2014,2,68,411,4,3,1,30
NO,2014,3,66,403,3,2,0,20
NO,2014,4,59,444,2,2,1,17
NO,2014,5,86,512,5,2,3,41
NO,2014,7,66,415,2,2,3,23
NO,2014,8,65,504,5,5,3,44
NO,2014,9,72,404,4,4,0,28
NO,2014,10,79,428,3,3,1,24
NO,2014,11,67,330,1,1,1,10
NO,2014,12,69,546,4,3,2,33
NO,2014,13,54,400,5,5,0,35
NO,2014,14,68,327,1,1,1,10
NO,2014,15,63,459,4,4,1,31
NO,2014,16,68,371,3,2,0,20
NO,2014,17,61,353,3,3,0,21
NO,2015,1,70,409,1,1,4,19
NO,2015,2,69,360,3,1,0,19
NO,2015,3,65,380,2,1,1,16
NO,2015,4,69,462,3,2,2,26
NO,2015,5,68,432,2,2,1,17
NO,2015,6,71,394,3,4,1,25
NO,2015,7,79,467,4,3,0,27
NO,2015,8,76,608,8,7,1,58
NO,2015,9,68,450,4,4,0,28
NO,2015,10,55,367,3,2,0,20
NO,2015,12,56,278,0,0,2,6
NO,2015,13,58,352,4,4,0,28
NO,2015,14,76,401,3,3,1,24
NO,2015,15,71,410,3,3,2,27
NO,2015,16,68,550,5,5,1,38
NO,2015,17,63,392,2,2,2,20
NO,2016,1,63,511,4,4,2,34
NO,2016,2,59,304,2,1,3,22
NO,2016,3,80,491,5,3,1,36
NO,2016,4,68,294,5,5,0,35
NO,2016,6,70,528,5,5,2,41
NO,2016,7,70,471,4,3,0,27
NO,2016,8,73,388,3,1,4,31
NO,2016,9,80,573,5,5,2,41
NO,2016,10,51,383,3,2,1,23
NO,2016,11,71,393,2,2,2,20
NO,2016,12,70,569,7,7,0,49
NO,2016,13,56,376,1,1,2,13
NO,2016,14,58,303,0,0,3,9
NO,2016,15,81,521,7,6,2,54
NO,2016,16,65,425,3,2,3,29
NO,2016,17,76,482,4,2,2,32
NO,2017,1,59,351,1,1,4,19
NO,2017,2,62,437,2,2,2,20
NO,2017,3,57,369,4,4,2,34
NO,2017,4,69,354,2,2,2,20
NO,2017,6,67,379,6,7,1,46
NO,2017,7,72,495,3,2,2,26
NO,2017,8,57,403,2,2,2,20
NO,2017,9,57,418,3,3,1,24
NO,2017,10,69,485,6,5,2,47
NO,2017,11,66,545,3,2,4,32
NO,2017,12,52,369,2,2,2,20
NO,2017,13,61,421,4,4,1,31
NO,2017,14,52,321,2,2,1,17
NO,2017,15,63,413,4,4,1,31
NO,2017,16,57,329,2,2,3,23
NO,2017,17,58,337,3,3,1,24
NO,2018,1,61,482,6,3,1,42
NO,2018,2,61,306,2,1,2,19
NO,2018,3,76,540,5,4,3,43
NO,2018,4,64,400,3,3,4,33
NO,2018,5,60,465,6,4,1,43
NO,2018,7,69,347,3,3,1,24
NO,2018,8,53,270,2,3,3,24
NO,2018,9,68,489,6,6,1,45
NO,2018,10,71,512,6,6,3,51
NO,2018,11,68,547,6,6,2,48
NO,2018,12,51,325,4,4,1,31
NO,2018,13,49,192,1,1,1,10
NO,2018,14,61,303,3,2,2,26
NO,2018,15,68,360,1,0,2,12
NO,2018,16,60,384,4,4,1,31
NO,2018,17,51,302,2,2,0,14
NO,2019,1,63,518,3,3,3,30
NO,2019,2,57,260,0,0,3,9
NO,2019,3,51,265,3,3,0,21
NO,2019,4,62,310,0,0,4,12
NO,2019,5,66,458,4,4,1,31
NO,2019,6,63,346,1,1,2,13
NO,2019,7,72,434,4,4,2,34
NO,2019,8,70,512,4,4,1,31
NO,2019,10,61,356,0,0,3,9
NO,2019,11,62,339,3,4,2,28
NO,2019,12,58,429,4,4,2,34
NO,2019,13,48,280,2,2,4,26
NO,2019,14,70,465,6,4,2,46
NO,2019,15,60,427,4,4,2,34
NO,2019,16,63,404,5,5,1,38
NO,2019,17,63,386,5,6,0,36
NO,2020,1,65,281,3,4,2,28
NO,2020,2,57,424,3,3,1,24
NO,2020,3,57,410,3,3,3,30
NO,2020,4,66,413,5,5,0,35
NO,2020,5,75,420,3,3,3,30
NO,2020,7,65,426,3,3,2,27
NO,2020,8,71,403,2,2,4,26
NO,2020,9,68,425,5,5,1,38
NO,2020,10,52,259,3,3,2,27
NO,2020,11,62,399,3,3,1,24
NO,2020,12,63,307,4,4,1,31
NO,2020,13,75,439,3,3,0,21
NO,2020,14,63,387,3,3,0,21
NO,2020,15,53,294,4,3,0,27
NO,2020,16,70,586,7,7,1,52
NO,2020,17,63,358,4,3,2,33
NO,2021,1,58,323,5,5,1,38
NO,2021,2,42,160,1,1,0,7
NO,2021,3,60,272,3,4,0,22
NO,2021,4,65,405,3,3,0,21
NO,2021,5,54,378,5,3,0,33
NO,2021,7,66,319,1,1,2,13
NO,2021,8,71,368,3,3,3,30
NO,2021,9,71,391,3,1,2,25
NO,2021,10,62,395,3,0,1,21
NO,2021,11,62,324,5,2,1,35
NO,2021,12,57,208,1,0,0,6
NO,2021,13,69,417,3,2,1,23
NO,2021,14,68,378,3,3,3,30
NO,2021,15,60,215,0,0,3,9
NO,2021,16,51,218,1,0,1,9
NO,2021,17,54,298,1,0,4,18
NO,2021,18,70,374,3,3,3,30
NO,2022,1,57,420,3,1,2,25
NO,2022,2,66,336,2,1,1,16
NO,2022,3,64,437,3,2,0,20
NO,2022,4,58,347,3,2,1,23
NO,2022,5,70,448,5,4,1,37
NO,2022,6,71,406,2,2,4,26
NO,2022,7,70,495,6,4,2,46
NO,2022,8,63,367,3,3,1,24
NO,2022,9,49,271,1,1,2,13
NO,2022,10,45,203,1,1,1,10
NO,2022,11,54,364,3,3,2,27
NO,2022,13,56,316,1,1,3,16
NO,2022,15,54,366,3,3,0,21
NO,2022,16,53,245,2,2,1,17
NO,2022,17,64,360,1,2,2,14
NO,2022,18,58,314,1,1,0,7
NO,2023,1,62,377,1,1,3,16
NO,2023,2,71,374,2,2,2,20
NO,2023,3,60,281,1,2,1,11
NO,2023,4,60,211,0,0,3,9
NO,2023,5,66,324,3,4,2,28
NO,2023,6,78,446,1,1,2,13
NO,2023,7,88,413,3,1,3,28
NO,2023,8,65,516,5,5,1,38
NO,2023,9,61,302,3,3,1,24
NO,2023,10,63,297,2,0,1,15
NO,2023,12,66,453,1,0,5,21
NO,2023,13,66,381,4,4,0,28
NO,2023,14,50,218,3,4,0,22
NO,2023,15,55,309,3,3,1,24
NO,2023,16,58,355,3,2,0,20
NO,2023,17,67,319,2,2,3,23
NO,2023,18,66,418,6,6,2,48
NYG,2012,1,54,295,2,2,1,17
NYG,2012,2,75,606,5,3,4,45
NYG,2012,3,68,417,3,3,5,36
NYG,2012,4,61,366,2,2,1,17
NYG,2012,5,69,503,5,5,2,41
NYG,2012,6,63,345,2,2,4,26
NYG,2012,7,59,402,3,3,2,27
NYG,2012,8,58,295,1,2,5,23
NYG,2012,9,48,193,1,2,2,14
NYG,2012,10,70,344,1,1,2,13
NYG,2012,12,61,397,5,5,1,38
NYG,2012,13,63,397,1,1,3,16
NYG,2012,14,60,397,8,7,1,58
NYG,2012,16,45,217,2,2,0,14
NYG,2012,17,55,411,6,6,0,42
NYG,2013,1,58,501,6,4,1,43
NYG,2013,2,69,385,3,2,3,29
NYG,2013,4,61,315,2,1,0,13
NYG,2013,5,70,387,3,3,0,21
NYG,2013,6,53,362,4,3,0,27
NYG,2013,7,72,265,3,2,3,29
NYG,2013,8,70,335,1,0,5,21
NYG,2013,10,60,276,3,3,1,24
NYG,2013,11,63,357,2,3,2,21
NYG,2013,12,63,376,3,1,2,25
NYG,2013,13,52,317,3,3,1,24
NYG,2013,14,54,351,2,2,0,14
NYG,2013,16,65,297,1,2,3,17
NYG,2013,17,67,287,2,2,2,20
NYG,2014,1,57,216,2,2,0,14
NYG,2014,2,68,358,3,2,0,20
NYG,2014,3,70,428,3,3,3,30
NYG,2014,4,78,454,6,6,1,45
NYG,2014,5,63,327,3,3,3,30
NYG,2014,7,59,352,3,3,0,21
NYG,2014,9,75,448,3,3,1,24
NYG,2014,10,62,337,2,2,1,17
NYG,2014,11,68,345,1,1,1,10
NYG,2014,12,74,427,4,4,0,28
NYG,2014,13,73,363,5,3,1,36
NYG,2014,14,71,405,3,3,5,36
NYG,2014,15,57,299,3,3,1,24
NYG,2014,16,64,522,4,4,3,37
NYG,2014,17,78,505,3,2,4,32
NYG,2015,1,61,288,1,2,4,20
NYG,2015,2,65,389,2,2,2,20
NYG,2015,3,63,363,3,3,3,30
NYG,2015,4,63,306,3,1,1,22
NYG,2015,5,75,525,3,3,3,30
NYG,2015,6,64,270,2,1,0,13
NYG,2015,7,47,306,2,3,2,21
NYG,2015,8,65,437,6,7,0,43
NYG,2015,9,73,328,2,2,4,26
NYG,2015,10,70,441,2,2,4,26
NYG,2015,12,67,354,2,2,0,14
NYG,2015,13,61,371,1,2,2,14
NYG,2015,14,60,431,4,4,1,31
NYG,2015,15,73,406,5,5,0,35
NYG,2015,16,58,393,3,2,1,23
NYG,2015,17,80,510,4,3,3,36
NYG,2016,1,54,320,3,2,0,20
NYG,2016,2,71,436,0,1,3,10
NYG,2016,3,61,470,3,3,2,27
NYG,2016,4,63,339,1,1,1,10
NYG,2016,5,54,242,1,1,3,16
NYG,2016,6,64,441,3,3,2,27
NYG,2016,7,55,234,1,2,1,11
NYG,2016,9,59,315,4,4,0,28
NYG,2016,10,70,364,3,3,0,21
NYG,2016,11,62,332,3,1,1,22
NYG,2016,12,53,300,3,3,0,21
NYG,2016,13,54,252,2,2,0,14
NYG,2016,14,62,288,1,1,1,10
NYG,2016,15,62,315,2,2,1,17
NYG,2016,16,88,470,2,1,4,25
NYG,2016,17,69,341,1,1,2,13
NYG,2017,1,52,256,0,0,1,3
NYG,2017,2,55,301,2,1,1,16
NYG,2017,3,64,415,3,3,1,24
NYG,2017,4,77,379,3,2,1,23
NYG,2017,5,67,377,3,2,0,20
NYG,2017,6,54,276,1,2,3,17
NYG,2017,7,57,180,1,1,0,7
NYG,2017,9,65,332,2,2,1,17
NYG,2017,10,64,387,2,1,2,19
NYG,2017,11,67,320,1,0,2,12
NYG,2017,12,54,198,0,1,1,4
NYG,2017,13,61,277,2,2,1,17
NYG,2017,14,75,330,1,1,1,10
NYG,2017,15,82,509,4,2,1,29
NYG,2017,16,67,306,1,0,0,6
NYG,2017,17,72,396,2,0,2,18
NYG,2018,1,63,338,2,0,3,21
NYG,2018,2,67,314,1,1,2,13
NYG,2018,3,59,412,3,3,2,27
NYG,2018,4,59,321,2,1,1,16
NYG,2018,5,55,433,3,2,3,29
NYG,2018,6,64,428,1,1,2,13
NYG,2018,7,64,460,2,0,2,18
NYG,2018,8,67,353,1,1,2,13
NYG,2018,10,55,285,3,3,2,27
NYG,2018,11,52,395,4,5,1,32
NYG,2018,12,58,423,2,1,3,22
NYG,2018,13,68,360,2,3,3,24
NYG,2018,14,62,426,4,4,2,34
NYG,2018,16,61,393,3,3,2,27
NYG,2018,17,68,444,4,3,2,33
NYG,2019,1,66,474,2,2,1,17
NYG,2019,2,66,379,2,2,0,14
NYG,2019,3,61,408,4,3,1,30
NYG,2019,4,66,391,2,3,1,18
NYG,2019,5,62,246,1,1,1,10
NYG,2019,6,47,214,3,2,0,20
NYG,2019,7,65,330,2,3,0,15
NYG,2019,8,68,403,5,2,0,32
NYG,2019,9,68,310,2,0,4,24
NYG,2019,10,65,331,5,1,0,31
NYG,2019,12,58,259,2,2,0,14
NYG,2019,13,64,335,1,1,2,13
NYG,2019,14,51,277,2,2,1,17
NYG,2019,15,63,422,5,4,0,34
NYG,2019,16,69,558,6,5,0,41
NYG,2019,17,72,423,2,2,1,17
NYG,2020,1,64,309,2,1,1,16
NYG,2020,2,60,316,1,1,2,13
NYG,2020,3,49,245,0,0,3,9
NYG,2020,4,66,326,0,0,3,9
NYG,2020,5,62,312,3,2,4,32
NYG,2020,6,44,247,1,2,2,14
NYG,2020,7,54,348,3,3,0,21
NYG,2020,8,69,376,3,2,1,23
NYG,2020,9,71,381,2,2,3,23
NYG,2020,10,65,397,3,3,2,27
NYG,2020,12,78,388,1,1,4,19
NYG,2020,13,55,296,2,0,1,15
NYG,2020,14,49,223,1,1,0,7
NYG,2020,15,53,296,0,0,2,6
NYG,2020,16,59,306,1,1,2,13
NYG,2020,17,52,357,3,2,1,23
NYG,2021,1,57,328,2,1,0,13
NYG,2021,2,63,413,2,2,5,29
NYG,2021,3,64,367,1,0,2,12
NYG,2021,4,61,485,3,1,2,25
NYG,2021,5,64,367,3,2,2,26
NYG,2021,6,74,302,1,0,1,9
NYG,2021,7,64,325,2,2,3,23
NYG,2021,8,55,314,2,2,1,17
NYG,2021,9,53,260,1,2,3,17
NYG,2021,11,54,233,1,1,1,10
NYG,2021,12,57,273,1,1,2,13
NYG,2021,13,62,278,0,0,3,9
NYG,2021,14,66,326,3,1,0,19
NYG,2021,15,61,305,0,0,2,6
NYG,2021,16,73,202,2,1,1,16
NYG,2021,17,55,185,0,0,1,3
NYG,2021,18,59,197,2,1,0,13
NYG,2022,1,60,426,3,1,0,19
NYG,2022,2,68,281,1,1,4,19
NYG,2022,3,67,363,1,1,3,16
NYG,2022,4,61,344,2,2,2,20
NYG,2022,5,56,346,3,3,2,27
NYG,2022,6,59,260,3,3,1,24
NYG,2022,7,70,438,2,2,3,23
NYG,2022,8,64,254,1,1,2,13
NYG,2022,10,66,389,3,3,1,24
NYG,2022,11,73,430,3,0,0,18
NYG,2022,12,56,318,2,2,2,20
NYG,2022,13,62,335,2,2,2,20
NYG,2022,14,64,339,3,2,0,20
