team,season,week,total_snaps,yards_gained,touchdown,extra_point_attempt,field_goal_attempt,total_points
LA,2022,8,55,245,2,2,0,14
LA,2022,9,54,234,1,1,2,13
LA,2022,10,59,276,2,2,1,17
LA,2022,11,61,371,2,2,2,20
LA,2022,12,54,223,1,1,1,10
LA,2022,13,63,349,2,2,3,23
LA,2022,14,59,302,2,2,1,17
LA,2022,15,43,183,1,0,2,12
LA,2022,16,63,390,5,6,3,45
LA,2022,17,47,299,1,1,1,10
LA,2022,18,58,294,1,1,3,16
LA,2023,1,78,426,3,3,3,30
LA,2023,2,77,396,2,2,3,23
LA,2023,3,52,340,1,1,3,16
LA,2023,4,78,483,3,2,3,29
LA,2023,5,55,276,2,2,0,14
LA,2023,6,53,405,2,2,4,26
LA,2023,7,63,366,2,0,1,15
LA,2023,8,60,296,3,0,2,24
LA,2023,9,55,198,0,0,1,3
LA,2023,11,58,274,2,2,1,17
LA,2023,12,66,457,5,4,1,37
LA,2023,13,61,401,4,4,2,34
LA,2023,14,73,423,4,2,3,35
LA,2023,15,74,454,3,2,2,26
LA,2023,16,66,465,3,3,3,30
LA,2023,17,60,423,5,2,0,32
LA,2023,18,62,273,3,1,0,19
LAC,2012,1,53,265,1,1,5,22
LAC,2012,2,75,432,5,5,1,38
LAC,2012,3,56,289,0,0,1,3
LAC,2012,4,59,314,3,4,3,31
LAC,2012,5,65,471,3,3,1,24
LAC,2012,6,72,331,4,3,1,30
LAC,2012,8,68,271,0,0,2,6
LAC,2012,9,47,343,2,4,1,19
LAC,2012,10,65,440,5,3,1,36
LAC,2012,11,67,311,2,3,0,15
LAC,2012,12,65,319,1,1,2,13
LAC,2012,13,62,326,0,1,2,7
LAC,2012,14,77,296,3,4,2,28
LAC,2012,15,45,191,1,1,0,7
LAC,2012,16,52,256,2,3,2,21
LAC,2012,17,50,221,3,3,1,24
LAC,2013,1,51,275,5,4,0,34
LAC,2013,2,78,546,3,3,4,33
LAC,2013,3,53,286,2,2,1,17
LAC,2013,4,70,513,4,3,3,36
LAC,2013,5,69,447,3,2,2,26
LAC,2013,6,72,384,1,1,4,19
LAC,2013,7,64,446,3,3,1,24
LAC,2013,9,63,410,2,3,1,18
LAC,2013,10,68,349,2,2,2,20
LAC,2013,11,62,452,1,1,3,16
LAC,2013,12,67,496,5,5,2,41
LAC,2013,13,63,343,1,1,1,10
LAC,2013,14,70,393,4,4,3,37
LAC,2013,15,64,345,3,3,2,27
LAC,2013,16,67,349,2,2,4,26
LAC,2013,17,72,415,3,3,2,27
LAC,2014,1,60,290,2,2,1,17
LAC,2014,2,75,385,3,3,3,30
LAC,2014,3,63,339,2,2,2,20
LAC,2014,4,61,419,3,3,4,33
LAC,2014,5,71,450,4,4,1,31
LAC,2014,6,66,432,4,4,1,31
LAC,2014,7,49,274,2,2,2,20
LAC,2014,8,58,313,3,3,0,21
LAC,2014,11,68,313,1,1,2,13
LAC,2014,12,59,419,3,3,2,27
LAC,2014,13,65,447,4,4,2,34
LAC,2014,14,54,242,1,2,0,8
LAC,2014,15,61,288,1,1,1,10
LAC,2014,16,80,454,5,5,1,38
LAC,2014,17,66,403,1,1,0,7
LAC,2015,1,72,501,5,3,2,39
LAC,2015,2,57,372,2,1,2,19
LAC,2015,3,72,399,3,2,0,20
LAC,2015,4,61,449,3,3,3,30
LAC,2015,5,69,417,3,2,2,26
LAC,2015,6,89,563,2,2,2,20
LAC,2015,7,82,426,3,1,2,25
LAC,2015,8,63,382,3,2,2,26
LAC,2015,9,63,357,1,1,2,13
LAC,2015,11,57,231,1,0,1,9
LAC,2015,12,69,384,4,4,1,31
LAC,2015,13,62,295,1,0,1,9
LAC,2015,14,66,307,0,0,1,3
LAC,2015,15,72,452,4,3,1,30
LAC,2015,16,75,349,2,2,2,20
LAC,2015,17,67,338,2,2,2,20
LAC,2016,1,68,399,3,3,2,27
LAC,2016,2,63,370,5,5,1,38
LAC,2016,3,58,363,1,1,3,16
LAC,2016,4,67,359,4,4,2,34
LAC,2016,5,51,431,4,4,1,31
LAC,2016,6,60,277,1,1,4,19
LAC,2016,7,74,451,4,3,4,39
LAC,2016,8,78,390,3,1,0,19
LAC,2016,9,70,486,3,4,3,31
LAC,2016,10,71,396,4,3,1,30
LAC,2016,12,49,309,3,3,0,21
LAC,2016,13,53,344,4,3,0,27
LAC,2016,14,65,294,2,1,1,16
LAC,2016,15,55,279,2,1,1,16
LAC,2016,16,64,356,2,2,1,17
LAC,2016,17,64,398,3,3,2,27
LAC,2017,1,56,256,3,3,0,21
LAC,2017,2,54,375,2,2,1,17
LAC,2017,3,68,341,1,1,1,10
LAC,2017,4,53,405,3,3,1,24
LAC,2017,5,71,385,3,3,2,27
LAC,2017,6,63,352,2,2,1,17
LAC,2017,7,55,263,2,3,0,15
LAC,2017,8,52,369,2,1,0,13
LAC,2017,10,66,323,2,2,1,17
LAC,2017,11,69,433,4,6,4,42
LAC,2017,12,62,520,3,1,1,22
LAC,2017,13,67,440,1,1,4,19
LAC,2017,14,71,496,4,3,3,36
LAC,2017,15,60,325,2,1,0,13
LAC,2017,16,70,379,2,2,0,14
LAC,2017,17,66,504,4,3,1,30
LAC,2018,1,77,547,4,0,2,30
LAC,2018,2,54,366,4,4,1,31
LAC,2018,3,52,367,4,2,1,29
LAC,2018,4,65,380,4,0,3,33
LAC,2018,5,56,420,3,2,2,26
LAC,2018,6,56,463,5,5,1,38
LAC,2018,7,43,354,2,2,2,20
LAC,2018,9,51,388,3,1,0,19
LAC,2018,10,53,336,2,2,2,20
LAC,2018,11,72,496,2,1,3,22
LAC,2018,12,64,439,6,6,1,45
LAC,2018,13,62,384,3,2,1,23
LAC,2018,14,56,305,2,2,4,26
LAC,2018,15,68,432,4,3,0,27
LAC,2018,16,57,232,2,1,1,16
LAC,2018,17,53,294,2,3,0,15
LAC,2019,1,59,458,4,3,1,30
LAC,2019,2,62,430,1,1,1,10
LAC,2019,3,69,391,2,2,2,20
LAC,2019,4,62,399,3,3,3,30
LAC,2019,5,63,246,0,1,2,7
LAC,2019,6,59,352,3,2,1,23
LAC,2019,7,60,368,2,2,2,20
LAC,2019,8,42,237,2,2,1,17
LAC,2019,9,66,454,2,2,4,26
LAC,2019,10,66,353,4,3,1,30
LAC,2019,11,72,446,1,0,3,15
LAC,2019,13,61,380,2,2,2,20
LAC,2019,14,56,537,6,6,1,45
LAC,2019,15,61,369,2,1,1,16
LAC,2019,16,55,299,2,2,1,17
LAC,2019,17,74,389,3,3,0,21
LAC,2020,1,70,364,1,1,3,16
LAC,2020,2,78,494,2,2,2,20
LAC,2020,3,74,447,2,1,1,16
LAC,2020,4,49,337,3,4,1,25
LAC,2020,5,68,376,4,3,0,27
LAC,2020,7,74,489,6,3,2,45
LAC,2020,8,84,488,3,3,3,30
LAC,2020,9,75,454,3,2,2,26
LAC,2020,10,62,287,3,3,0,21
LAC,2020,11,78,395,3,4,2,28
LAC,2020,12,80,392,2,0,1,15
LAC,2020,13,70,279,2,0,1,15
LAC,2020,14,71,348,2,2,2,20
LAC,2020,15,62,410,4,3,1,30
LAC,2020,16,55,342,1,1,4,19
LAC,2020,17,67,439,5,4,0,34
LAC,2021,1,75,430,2,2,2,20
LAC,2021,2,63,433,1,0,3,15
LAC,2021,3,61,359,4,1,1,28
LAC,2021,4,73,392,4,4,0,28
LAC,2021,5,69,511,7,3,0,45
LAC,2021,6,53,221,1,0,0,6
LAC,2021,8,57,387,4,3,1,30
LAC,2021,9,65,445,3,1,2,25
LAC,2021,10,55,277,2,2,2,20
LAC,2021,11,66,544,5,5,2,41
LAC,2021,12,65,375,3,1,0,19
LAC,2021,13,62,396,4,3,2,33
LAC,2021,14,68,429,4,4,3,37
LAC,2021,15,78,428,4,4,0,28
LAC,2021,16,60,425,4,0,3,33
LAC,2021,17,64,343,4,4,2,34
LAC,2021,18,89,468,4,3,1,30
LAC,2022,1,63,357,3,3,1,24
LAC,2022,2,73,410,4,3,1,30
LAC,2022,3,58,323,1,1,1,10
LAC,2022,4,63,426,4,4,2,34
LAC,2022,5,67,468,3,3,3,30
LAC,2022,6,83,311,1,1,4,19
LAC,2022,7,69,346,3,3,0,21
LAC,2022,9,67,336,2,2,2,20
LAC,2022,10,56,247,1,1,3,16
LAC,2022,11,65,395,3,3,2,27
LAC,2022,12,64,340,3,2,1,23
LAC,2022,13,73,408,1,2,2,14
LAC,2022,14,76,451,2,2,3,23
LAC,2022,15,67,387,2,2,1,17
LAC,2022,16,64,339,2,2,2,20
LAC,2022,17,62,431,4,4,1,31
LAC,2022,18,67,358,3,2,2,26
LAC,2023,1,76,462,4,4,2,34
LAC,2023,2,66,366,2,1,3,22
LAC,2023,3,63,485,4,4,0,28
LAC,2023,4,59,333,3,3,1,24
LAC,2023,6,61,280,2,2,1,17
LAC,2023,7,60,399,2,2,1,17
LAC,2023,8,65,352,3,3,3,30
LAC,2023,9,55,220,2,3,2,21
LAC,2023,10,68,421,5,5,1,38
LAC,2023,11,61,411,2,2,2,20
LAC,2023,12,66,303,1,1,1,10
LAC,2023,13,59,243,0,0,2,6
LAC,2023,14,67,351,1,1,0,7
LAC,2023,15,63,349,5,3,0,33
LAC,2023,16,65,313,1,1,5,22
LAC,2023,17,62,306,0,0,3,9
LAC,2023,18,80,376,1,0,4,18
LV,2012,1,70,342,1,0,2,12
LV,2012,2,62,396,1,1,2,13
LV,2012,3,56,328,4,4,2,34
LV,2012,4,53,258,0,0,2,6
LV,2012,6,68,502,3,2,2,26
LV,2012,7,72,368,2,2,4,26
LV,2012,8,61,345,2,2,4,26
LV,2012,9,76,440,4,3,1,30
LV,2012,10,73,440,2,2,2,20
LV,2012,11,69,432,3,2,1,23
LV,2012,12,61,245,1,1,1,10
LV,2012,13,69,436,2,2,1,17
LV,2012,14,47,335,2,1,0,13
LV,2012,15,75,385,0,0,5,15
LV,2012,16,59,198,0,0,2,6
LV,2012,17,57,265,3,3,0,21
LV,2013,1,63,388,2,2,1,17
LV,2013,2,60,352,1,1,4,19
LV,2013,3,51,365,3,3,0,21
LV,2013,4,65,331,2,2,0,14
LV,2013,5,53,327,2,3,2,21
LV,2013,6,71,337,2,1,0,13
LV,2013,8,58,286,3,3,0,21
LV,2013,9,92,585,2,2,2,20
LV,2013,10,55,229,2,2,2,20
LV,2013,11,62,365,5,4,0,34
LV,2013,12,55,353,1,1,4,19
LV,2013,13,54,306,2,3,1,18
LV,2013,14,65,415,4,3,2,33
LV,2013,15,74,461,5,4,1,37
LV,2013,16,54,265,1,1,2,13
LV,2013,17,59,272,2,2,0,14
LV,2014,1,48,177,2,2,0,14
LV,2014,2,59,364,2,2,0,14
LV,2014,3,56,241,0,0,3,9
LV,2014,4,64,328,3,2,0,20
LV,2014,6,54,396,4,4,0,28
LV,2014,7,47,230,1,1,2,13
LV,2014,8,78,404,1,1,2,13
LV,2014,9,59,231,3,3,1,24
LV,2014,10,62,222,2,2,1,17
LV,2014,11,54,243,0,0,2,6
LV,2014,12,65,354,3,3,1,24
LV,2014,13,75,291,1,0,0,6
LV,2014,14,60,339,3,3,1,24
LV,2014,15,76,300,2,1,2,19
LV,2014,16,69,356,2,2,4,26
LV,2014,17,57,225,2,2,0,14
LV,2015,1,62,266,2,1,0,13
LV,2015,2,65,449,4,4,3,37
LV,2015,3,61,470,3,3,2,27
LV,2015,4,57,266,2,2,2,20
LV,2015,5,67,315,2,1,1,16
LV,2015,7,57,420,4,4,3,37
LV,2015,8,59,453,4,4,2,34
LV,2015,9,68,441,5,5,0,35
LV,2015,10,64,386,2,2,0,14
LV,2015,11,47,221,1,1,2,13
LV,2015,12,68,415,3,3,1,24
LV,2015,13,76,382,4,2,0,26
LV,2015,14,52,166,2,1,0,13
LV,2015,15,75,396,3,2,2,26
LV,2015,16,66,310,2,1,2,19
LV,2015,17,54,242,1,2,1,11
LV,2016,1,65,486,4,1,2,31
LV,2016,2,71,454,4,4,0,28
LV,2016,3,60,373,2,2,1,17
LV,2016,4,51,263,4,4,0,28
LV,2016,5,69,406,3,2,4,32
LV,2016,6,52,289,1,1,1,10
LV,2016,7,69,346,3,3,4,33
LV,2016,8,85,641,4,3,1,30
LV,2016,9,73,405,3,3,3,30
LV,2016,11,49,327,3,3,2,27
LV,2016,12,70,380,3,3,2,27
LV,2016,13,68,399,4,3,3,36
LV,2016,14,73,252,2,1,2,19
LV,2016,15,58,367,1,1,4,19
LV,2016,16,69,474,5,3,0,33
LV,2016,17,51,228,1,0,0,6
LV,2017,1,62,372,2,2,4,26
LV,2017,2,55,410,6,6,1,45
LV,2017,3,47,151,1,1,1,10
LV,2017,4,53,273,1,1,1,10
LV,2017,5,54,267,3,2,1,23
LV,2017,6,53,280,2,1,1,16
LV,2017,7,73,505,4,4,1,31
LV,2017,8,63,367,3,2,0,20
LV,2017,9,55,387,3,3,2,27
LV,2017,11,72,346,1,0,0,6
LV,2017,12,60,360,3,3,0,21
LV,2017,13,65,407,3,3,1,24
LV,2017,14,56,281,2,1,0,13
LV,2017,15,61,293,2,2,1,17
LV,2017,16,62,278,2,1,1,16
LV,2017,17,53,348,1,1,1,10
LV,2018,1,64,398,2,1,2,19
LV,2018,2,60,380,2,1,2,19
LV,2018,3,72,456,2,2,2,20
LV,2018,4,89,577,4,4,3,37
LV,2018,5,47,309,1,1,1,10
LV,2018,6,56,221,0,0,1,3
LV,2018,8,46,348,4,4,0,28
LV,2018,9,54,282,0,0,1,3
LV,2018,10,62,358,0,0,2,6
LV,2018,11,66,344,2,2,3,23
LV,2018,12,54,263,4,2,1,29
LV,2018,13,70,456,4,3,2,33
LV,2018,14,62,378,3,3,1,24
LV,2018,15,57,331,1,1,3,16
LV,2018,16,54,284,2,3,2,21
LV,2018,17,65,312,1,0,1,9
LV,2019,1,53,358,3,3,1,24
LV,2019,2,60,327,1,1,1,10
LV,2019,3,58,330,2,2,0,14
LV,2019,4,63,378,3,4,1,25
LV,2019,5,70,399,3,3,1,24
LV,2019,7,61,485,3,3,1,24
LV,2019,8,53,378,3,3,1,24
LV,2019,9,68,460,4,4,1,31
LV,2019,10,55,296,2,2,2,20
LV,2019,11,63,408,2,2,1,17
LV,2019,12,56,215,1,0,1,9
LV,2019,13,57,344,2,0,1,15
LV,2019,14,60,359,4,3,0,27
LV,2019,15,72,395,1,1,3,16
LV,2019,16,62,390,3,3,1,24
LV,2019,17,70,488,1,0,3,15
LV,2020,1,61,372,4,4,2,34
LV,2020,2,76,400,4,4,2,34
LV,2020,3,56,387,3,2,2,26
LV,2020,4,68,397,2,2,3,23
LV,2020,5,65,493,5,4,2,40
LV,2020,7,63,360,2,2,2,20
LV,2020,8,69,321,1,1,3,16
LV,2020,9,50,325,4,4,1,31
LV,2020,10,64,359,4,4,3,37
LV,2020,11,56,365,4,4,1,31
LV,2020,12,58,280,1,0,2,12
LV,2020,13,73,453,4,4,1,31
LV,2020,14,68,424,4,3,2,33
LV,2020,15,74,452,3,3,2,27
LV,2020,16,59,443,2,1,4,25
LV,2020,17,64,478,4,3,1,30
LV,2021,1,78,517,4,3,2,33
LV,2021,2,64,434,2,2,4,26
LV,2021,3,79,528,4,2,3,35
LV,2021,4,56,244,2,2,0,14
LV,2021,5,61,277,1,0,1,9
LV,2021,6,51,428,4,4,2,34
LV,2021,7,62,443,4,3,2,33
LV,2021,9,67,413,2,1,3,22
LV,2021,10,51,311,2,2,0,14
LV,2021,11,47,287,1,1,2,13
LV,2021,12,76,517,3,3,5,36
LV,2021,13,57,325,1,0,3,15
LV,2021,14,61,307,2,0,1,15
LV,2021,15,64,334,1,1,3,16
LV,2021,16,63,365,2,2,1,17
LV,2021,17,61,340,2,2,3,23
LV,2021,18,74,365,3,2,5,35
LV,2022,1,57,359,2,1,2,19
LV,2022,2,61,332,3,2,3,29
LV,2022,3,66,403,2,1,3,22
LV,2022,4,72,402,2,2,4,26
LV,2022,5,57,396,3,2,3,29
LV,2022,7,53,406,4,5,1,32
LV,2022,9,57,330,2,2,2,20
LV,2022,10,65,325,3,2,0,20
LV,2022,11,62,416,2,1,3,22
LV,2022,12,77,578,5,4,2,40
LV,2022,13,59,404,4,3,2,33
LV,2022,14,58,302,1,1,3,16
LV,2022,15,64,328,4,3,1,30
LV,2022,16,52,232,1,1,1,10
LV,2022,17,66,500,4,4,2,34
LV,2022,18,67,318,1,1,2,13
LV,2023,1,51,267,2,2,1,17
LV,2023,2,39,240,1,1,1,10
LV,2023,3,68,393,2,1,1,16
LV,2023,4,69,314,2,2,1,17
LV,2023,5,61,306,2,2,1,17
LV,2023,6,62,351,1,1,4,19
LV,2023,7,61,243,2,0,2,18
LV,2023,8,45,206,1,2,0,8
LV,2023,9,59,334,3,3,3,30
LV,2023,10,62,301,1,1,3,16
LV,2023,11,59,307,1,1,2,13
LV,2023,12,58,371,2,2,1,17
LV,2023,15,63,384,7,9,0,51
LV,2023,16,50,223,0,0,2,6
LV,2023,17,74,383,2,2,2,20
LV,2023,18,63,375,3,3,2,27
MIA,2012,1,57,296,0,1,1,4
MIA,2012,2,73,464,5,5,0,35
MIA,2012,3,79,381,3,2,2,26
MIA,2012,4,74,517,2,1,2,19
MIA,2012,5,59,295,2,2,1,17
MIA,2012,6,48,222,2,2,1,17
MIA,2012,8,55,250,2,3,3,24
MIA,2012,9,57,375,2,2,2,20
MIA,2012,10,55,272,1,0,1,9
MIA,2012,11,55,201,3,2,0,20
MIA,2012,12,53,443,3,3,1,24
MIA,2012,13,58,287,1,1,3,16
MIA,2012,14,57,244,1,1,2,13
MIA,2012,15,64,402,2,1,3,22
MIA,2012,16,60,313,3,3,1,24
MIA,2013,1,62,293,2,2,3,23
MIA,2013,2,64,421,3,3,1,24
MIA,2013,3,54,327,3,3,2,27
MIA,2013,4,57,365,2,2,1,17
MIA,2013,5,56,329,1,2,3,17
MIA,2013,7,64,314,4,3,0,27
MIA,2013,8,79,348,2,2,1,17
MIA,2013,9,61,365,1,2,2,14
MIA,2013,10,59,231,2,1,2,19
MIA,2013,11,58,372,2,2,2,20
MIA,2013,12,61,362,1,1,3,16
MIA,2013,13,79,457,2,2,3,23
MIA,2013,14,60,381,5,4,2,40
MIA,2013,15,63,402,3,3,1,24
MIA,2013,17,60,297,1,1,0,7
MIA,2014,1,69,371,3,3,4,33
MIA,2014,2,74,321,1,1,1,10
MIA,2014,3,67,346,1,1,2,13
MIA,2014,4,66,435,4,5,1,32
MIA,2014,6,55,356,3,3,1,24
MIA,2014,7,67,416,3,3,2,27
MIA,2014,8,55,345,1,3,2,15
MIA,2014,9,74,441,4,4,3,37
MIA,2014,10,59,257,1,1,3,16
MIA,2014,11,62,366,2,2,2,20
MIA,2014,12,58,326,5,4,0,34
MIA,2014,13,54,310,1,1,3,16
MIA,2014,14,54,291,1,1,2,13
MIA,2014,15,74,422,2,1,3,22
MIA,2014,16,73,510,5,5,0,35
MIA,2014,17,66,438,3,3,1,24
MIA,2015,1,54,301,1,2,1,11
MIA,2015,2,61,401,2,2,2,20
MIA,2015,3,71,400,3,0,0,18
MIA,2015,4,58,257,2,2,0,14
MIA,2015,6,63,446,4,5,1,32
MIA,2015,7,56,546,5,5,1,38
MIA,2015,8,62,315,1,1,0,7
MIA,2015,9,62,424,2,2,1,17
MIA,2015,10,64,318,2,2,2,20
MIA,2015,11,41,258,3,2,0,20
MIA,2015,12,70,363,3,2,0,20
MIA,2015,13,47,223,1,1,0,7
MIA,2015,14,63,366,3,3,1,24
MIA,2015,15,55,260,2,2,0,14
MIA,2015,16,70,411,1,0,2,12
MIA,2015,17,71,448,2,2,2,20
MIA,2016,1,54,250,1,1,1,10
MIA,2016,2,60,457,3,3,1,24
MIA,2016,3,64,434,5,3,1,36
MIA,2016,4,43,251,1,1,0,7
MIA,2016,5,41,242,1,2,1,11
MIA,2016,6,67,475,3,3,3,30
MIA,2016,7,67,461,3,2,2,26
MIA,2016,9,61,287,3,3,2,27
MIA,2016,10,49,347,3,4,1,25
MIA,2016,11,57,270,2,2,0,14
MIA,2016,12,58,380,4,4,1,31
MIA,2016,13,59,288,1,0,0,6
MIA,2016,14,57,325,3,3,1,24
MIA,2016,15,46,303,4,4,0,28
MIA,2016,16,66,495,4,4,2,34
MIA,2016,17,57,280,2,2,0,14
MIA,2017,2,67,342,1,1,4,19
MIA,2017,3,63,250,1,0,0,6
MIA,2017,5,58,193,1,1,1,10
MIA,2017,6,63,290,2,2,2,20
MIA,2017,7,65,379,4,4,1,31
MIA,2017,8,66,221,2,0,0,12
MIA,2017,9,62,397,3,1,1,22
MIA,2017,10,53,314,3,3,0,21
MIA,2017,11,60,448,3,2,2,26
MIA,2017,12,59,282,1,2,1,11
MIA,2017,13,64,380,4,4,1,31
MIA,2017,14,67,385,3,3,2,27
MIA,2017,15,73,374,1,1,3,16
MIA,2017,16,53,346,1,1,2,13
MIA,2017,17,68,364,2,1,1,16
MIA,2018,1,56,352,3,3,2,27
MIA,2018,2,55,306,3,2,0,20
MIA,2018,3,38,383,4,4,0,28
MIA,2018,4,45,191,1,1,0,7
MIA,2018,5,59,313,3,2,1,23
MIA,2018,6,75,541,3,2,3,29
MIA,2018,7,54,346,3,3,0,21
MIA,2018,8,65,385,2,2,3,23
MIA,2018,9,53,205,0,1,2,7
MIA,2018,10,66,344,0,0,4,12
MIA,2018,12,50,318,3,3,1,24
MIA,2018,13,48,199,3,3,0,21
MIA,2018,14,45,454,5,4,0,34
MIA,2018,15,53,264,1,2,1,11
MIA,2018,16,43,208,2,1,0,13
MIA,2018,17,61,249,1,2,1,11
MIA,2019,1,47,211,1,1,1,10
MIA,2019,2,61,228,2,0,0,12
MIA,2019,3,68,301,0,0,2,6
MIA,2019,4,47,252,1,1,1,10
MIA,2019,6,69,301,2,1,1,16
MIA,2019,7,65,391,3,3,0,21
MIA,2019,8,56,251,2,2,0,14
MIA,2019,9,62,345,3,3,1,24
MIA,2019,10,61,240,1,1,3,16
MIA,2019,11,66,346,3,2,0,20
MIA,2019,12,62,306,3,3,1,24
MIA,2019,13,64,425,5,2,1,35
MIA,2019,14,65,363,0,0,7,21
MIA,2019,15,69,401,2,2,2,20
MIA,2019,16,84,521,5,5,1,38
MIA,2019,17,68,403,2,3,2,21
MIA,2020,1,58,279,1,0,1,9
MIA,2020,2,72,427,3,2,2,26
MIA,2020,3,56,299,4,4,1,31
MIA,2020,4,69,418,1,0,5,21
MIA,2020,5,61,445,4,4,5,43
MIA,2020,6,56,310,3,3,1,24
MIA,2020,8,47,150,2,4,0,16
MIA,2020,9,53,341,3,4,2,28
MIA,2020,10,55,284,3,2,3,29
MIA,2020,11,61,256,1,1,2,13
MIA,2020,12,66,363,2,2,2,20
MIA,2020,13,65,408,1,1,4,19
MIA,2020,14,76,396,4,3,2,33
MIA,2020,15,71,395,3,2,0,20
MIA,2020,16,62,407,2,2,4,26
MIA,2020,17,81,463,5,2,2,38
MIA,2021,1,49,278,2,2,1,17
MIA,2021,3,78,348,2,2,2,20
MIA,2021,4,49,234,2,2,1,17
MIA,2021,5,51,314,2,2,1,17
MIA,2021,6,67,431,2,2,2,20
MIA,2021,7,70,423,4,4,0,28
MIA,2021,8,65,273,1,0,1,9
MIA,2021,9,72,291,2,2,1,17
MIA,2021,10,61,375,1,1,3,16
MIA,2021,11,66,389,3,3,1,24
MIA,2021,12,70,343,3,3,2,27
MIA,2021,13,67,313,2,2,2,20
MIA,2021,15,67,382,5,4,1,37
MIA,2021,16,59,284,1,2,2,14
MIA,2021,17,59,279,0,0,1,3
MIA,2021,18,66,304,2,3,2,21
MIA,2022,1,57,335,1,2,2,14
MIA,2022,2,69,555,6,6,0,42
MIA,2022,3,39,227,3,3,0,21
MIA,2022,4,60,388,1,0,3,15
MIA,2022,5,62,303,2,2,1,17
MIA,2022,6,74,491,2,1,1,16
MIA,2022,7,61,373,1,1,3,16
MIA,2022,8,61,491,4,4,1,31
MIA,2022,9,50,383,4,5,0,29
MIA,2022,10,64,497,5,3,2,39
MIA,2022,12,68,371,2,3,3,24
MIA,2022,13,45,328,3,2,1,23
MIA,2022,14,49,237,2,2,1,17
MIA,2022,15,58,422,3,2,3,29
MIA,2022,16,45,392,2,2,2,20
MIA,2022,17,69,351,4,3,0,27
MIA,2022,18,64,314,0,0,3,9
MIA,2023,1,63,538,4,3,3,36
MIA,2023,2,60,395,3,3,1,24
MIA,2023,3,70,727,10,10,0,70
MIA,2023,4,59,424,3,2,0,20
MIA,2023,5,52,531,5,4,1,37
MIA,2023,6,62,428,7,6,0,48
MIA,2023,7,48,261,1,2,1,11
MIA,2023,8,70,405,4,4,1,31
MIA,2023,9,58,310,3,2,0,20
MIA,2023,11,67,425,2,2,2,20
MIA,2023,12,67,412,4,4,2,34
MIA,2023,13,59,406,5,6,1,39
MIA,2023,14,69,398,2,3,2,21
MIA,2023,15,55,307,3,3,3,30
MIA,2023,16,62,386,1,1,5,22
MIA,2023,17,67,391,2,1,2,19
MIA,2023,18,48,281,3,2,0,20
MIN,2012,1,58,393,2,2,4,26
MIN,2012,2,64,341,2,2,2,20
MIN,2012,3,73,349,3,3,1,24
MIN,2012,4,56,238,1,2,2,14
MIN,2012,5,66,434,3,3,3,30
MIN,2012,6,82,446,3,0,4,30
MIN,2012,7,47,224,2,3,0,15
MIN,2012,8,59,391,2,2,1,17
MIN,2012,9,53,306,2,2,2,20
MIN,2012,10,66,420,3,2,4,32
MIN,2012,12,65,273,1,1,1,10
MIN,2012,13,53,359,2,2,0,14
MIN,2012,14,53,265,2,3,0,15
MIN,2012,15,57,346,2,3,5,30
MIN,2012,16,70,352,2,2,3,23
MIN,2012,17,66,451,4,4,3,37
MIN,2013,1,52,342,3,3,1,24
MIN,2013,2,64,350,3,3,3,30
MIN,2013,3,79,362,3,3,2,27
MIN,2013,4,50,395,4,4,2,34
MIN,2013,6,60,316,1,1,1,10
MIN,2013,7,68,220,0,1,0,1
MIN,2013,8,43,256,5,4,1,37
MIN,2013,9,68,405,4,2,1,29
MIN,2013,10,50,314,4,4,2,34
MIN,2013,11,69,340,3,2,2,26
MIN,2013,12,79,465,2,2,4,26
MIN,2013,13,86,529,2,2,3,23
MIN,2013,14,64,379,3,2,2,26
MIN,2013,15,73,467,6,6,2,48
MIN,2013,16,48,229,3,2,0,20
MIN,2013,17,53,365,2,2,0,14
MIN,2014,1,54,358,3,4,2,28
MIN,2014,2,60,257,2,1,1,16
MIN,2014,3,52,265,0,0,3,9
MIN,2014,4,75,558,4,3,4,39
MIN,2014,5,75,333,2,1,1,16
MIN,2014,6,62,258,0,0,1,3
MIN,2014,7,60,315,1,1,3,16
MIN,2014,8,64,338,1,1,2,13
MIN,2014,9,72,368,4,3,0,27
MIN,2014,11,45,255,1,1,2,13
MIN,2014,12,64,322,2,1,2,19
MIN,2014,13,47,230,2,4,1,19
MIN,2014,14,58,423,3,3,1,24
MIN,2014,15,64,391,2,2,0,14
MIN,2014,16,57,378,4,3,2,33
MIN,2014,17,58,336,1,1,2,13
MIN,2015,1,54,302,0,0,1,3
MIN,2015,2,60,354,3,2,2,26
MIN,2015,3,54,285,3,4,1,25
MIN,2015,4,69,382,2,2,2,20
MIN,2015,6,65,338,1,1,3,16
MIN,2015,7,73,457,2,1,5,28
MIN,2015,8,56,334,1,2,3,17
MIN,2015,9,63,305,2,1,2,19
MIN,2015,10,59,403,3,3,3,30
MIN,2015,11,62,390,2,1,0,13
MIN,2015,12,64,369,2,2,2,20
MIN,2015,13,48,149,1,1,0,7
MIN,2015,14,63,407,2,2,2,20
MIN,2015,15,57,360,5,5,1,38
MIN,2015,16,65,390,4,4,5,43
MIN,2015,17,49,250,1,2,2,14
MIN,2016,1,60,302,0,1,4,13
MIN,2016,2,56,319,2,2,1,17
MIN,2016,3,53,231,1,0,2,12
MIN,2016,4,67,368,3,3,1,24
MIN,2016,5,67,369,3,4,1,25
